,Source,Destination,Class
29721,4196,4841,1
29722,4196,6121,1
29723,4196,4977,1
29724,4196,7053,1
29725,4196,2423,1
29726,4196,5899,1
29727,4196,5648,1
29728,4196,4634,1
29729,4196,4562,1
29730,4196,6147,1
29731,4196,4895,1
29732,4196,6150,1
29733,4196,5236,1
29734,4196,6605,1
29735,4196,6917,1
29736,4196,6980,1
29737,4196,2011,1
29738,4196,1850,1
29739,4196,5684,1
29740,4196,5459,1
29741,4196,6026,1
29742,4196,2345,1
29743,4196,4799,1
29744,4196,5555,1
29745,4196,2929,1
29746,4196,7104,1
29747,4196,1958,1
29748,4196,1237,1
29749,4196,3709,1
29750,4196,3198,1
29751,4196,4597,1
29752,4196,4568,1
29753,4196,6533,1
29754,4196,7119,1
29755,4196,6405,1
29756,4196,5485,1
29757,4196,5987,1
29758,4196,6410,1
29759,4196,6192,1
29760,4128,1704,1
29761,4128,4949,1
29762,4128,6797,1
29763,4128,1005,1
29764,4128,5991,1
29765,4198,6449,1
29766,4198,6033,1
29767,4198,7112,1
29768,4198,6030,1
29769,4198,5952,1
29770,4198,4765,1
29771,4198,6869,1
29772,4198,5535,1
29773,4198,5390,1
29774,4198,4232,1
29775,4198,5614,1
29776,4198,6676,1
29777,4199,6141,1
29778,4199,4869,1
29779,4199,735,1
29780,4199,5293,1
29781,4201,5168,1
29782,4201,4444,1
29783,4201,6038,1
29784,4201,4608,1
29785,4201,5117,1
29786,4201,4555,1
29787,4201,5969,1
29788,4201,4420,1
29789,4201,6455,1
29790,4201,2257,1
29791,4201,5859,1
29792,4201,1834,1
29793,4201,5881,1
29794,4201,6494,1
29795,4201,5157,1
29796,4201,6068,1
29797,4201,6889,1
29798,4201,4602,1
29799,4201,5848,1
29800,4201,4291,1
29801,4202,4233,1
29802,4202,5186,1
29803,4202,4243,1
29804,4202,6600,1
29805,4202,4701,1
29806,4202,5523,1
29807,4202,2497,1
29808,4202,6986,1
29809,4202,5367,1
29810,4202,4681,1
29811,4202,5645,1
29812,4202,4543,1
29813,4202,6615,1
29814,4202,5757,1
29815,4202,4884,1
29816,4203,3109,1
29817,4203,5349,1
29818,4203,6716,1
29819,4203,2153,1
29820,4203,2247,1
29821,4204,4603,1
29822,4205,4959,1
29823,4207,4925,1
29824,4208,5369,1
29825,4208,4942,1
29826,6262,5899,1
29827,6262,5132,1
29828,6262,4602,1
29829,6262,3840,1
29830,4209,1059,1
29831,4209,5190,1
29832,4209,5298,1
29833,4209,4949,1
29834,4210,146,1
29835,4210,6974,1
29836,4212,5478,1
29837,4213,5389,1
29838,4213,5786,1
29839,4213,6352,1
29840,4213,7065,1
29841,4213,4768,1
29842,4213,5133,1
29843,4213,5268,1
29844,4213,6299,1
29845,3014,5354,1
29846,4215,4914,1
29847,4217,5743,1
29848,4217,6239,1
29849,4217,3050,1
29850,4217,5100,1
29851,3015,6611,1
29852,3015,5407,1
29853,3015,6727,1
29854,3015,4929,1
29855,3015,2688,1
29856,4221,681,1
29857,4222,4296,1
29858,4223,57,1
29859,4223,2153,1
29860,4223,6243,1
29861,4225,6494,1
29862,4227,4929,1
29863,4227,5687,1
29864,4227,6397,1
29865,4227,6727,1
29866,4228,2345,1
29867,4230,4549,1
29868,4230,5196,1
29869,4230,5973,1
29870,4230,6676,1
29871,4230,3173,1
29872,4230,4949,1
29873,4230,6663,1
29874,4230,4639,1
29875,4230,5451,1
29876,4230,2107,1
29877,4230,5842,1
29878,4230,1673,1
29879,4230,6623,1
29880,4230,4242,1
29881,4230,7021,1
29882,4230,6041,1
29883,4230,6054,1
29884,4230,6236,1
29885,4230,6459,1
29886,4230,6810,1
29887,4230,4256,1
29888,4230,5210,1
29889,4230,4328,1
29890,4230,6702,1
29891,4230,6465,1
29892,4230,2345,1
29893,4230,6768,1
29894,4230,3384,1
29895,6623,6832,1
29896,6623,5811,1
29897,6623,6895,1
29898,6623,1430,1
29899,6623,6254,1
29900,6623,3050,1
29901,6623,6122,1
29902,6623,4868,1
29903,6623,6770,1
29904,4232,6270,1
29905,4232,4523,1
29906,4232,6170,1
29907,4232,6643,1
29908,4233,2689,1
29909,4233,6357,1
29910,4235,6682,1
29911,4235,4296,1
29912,4235,4949,1
29913,4235,6056,1
29914,4236,5292,1
29915,3084,5683,1
29916,3084,5834,1
29917,3084,5945,1
29918,3084,5138,1
29919,3084,4949,1
29920,3084,6077,1
29921,3084,3097,1
29922,4238,6056,1
29923,4239,6202,1
29924,4239,6763,1
29925,4240,4759,1
29926,4240,1958,1
29927,4240,6606,1
29928,4240,5697,1
29929,4240,4538,1
29930,4240,5315,1
29931,4240,5387,1
29932,4240,4791,1
29933,4240,6221,1
29934,4240,1059,1
29935,4241,6642,1
29936,4241,6244,1
29937,4242,6075,1
29938,4242,5601,1
29939,4242,6853,1
29940,4242,6041,1
29941,4242,4909,1
29942,4242,5993,1
29943,4242,6115,1
29944,4242,5100,1
29945,4242,6459,1
29946,4242,5210,1
29947,4242,5019,1
29948,4242,6465,1
29949,4242,6815,1
29950,4242,5543,1
29951,4242,5973,1
29952,4242,5426,1
29953,4242,3418,1
29954,4242,6150,1
29955,4242,5923,1
29956,4242,4568,1
29957,4242,6040,1
29958,4242,5338,1
29959,4242,5138,1
29960,4242,5569,1
29961,4242,5813,1
29962,4242,1904,1
29963,4242,2006,1
29964,4242,5823,1
29965,4242,5349,1
29966,4242,5833,1
29967,4242,6054,1
29968,4242,6609,1
29969,4242,6061,1
29970,4242,4328,1
29971,4242,5132,1
29972,4242,2107,1
29973,4242,2345,1
29974,4242,5852,1
29975,4242,6192,1
29976,4243,4639,1
29977,4244,6861,1
29978,4244,5842,1
29979,4244,6917,1
29980,4244,5995,1
29981,4244,756,1
29982,4244,4031,1
29983,4244,4288,1
29984,4245,5627,1
29985,4245,7107,1
29986,4245,4454,1
29987,4246,6475,1
29988,4246,4330,1
29989,4246,6776,1
29990,4246,5138,1
29991,4247,5912,1
29992,4247,931,1
29993,4247,2561,1
29994,4247,4418,1
29995,4248,4621,1
29996,4248,4869,1
29997,4249,5389,1
29998,4249,4479,1
29999,4249,4406,1
30000,4249,5304,1
30001,4249,4949,1
30002,4250,3085,1
30003,4250,5789,1
30004,4251,4406,1
30005,4251,6717,1
30006,4251,5810,1
30007,4251,1535,1
30008,4253,4668,1
30009,4253,5840,1
30010,4253,1934,1
30011,4253,6290,1
30012,4253,5539,1
30013,4254,1963,1
30014,4254,6019,1
30015,4255,6007,1
30016,4255,4798,1
30017,4255,5657,1
30018,4256,4374,1
30019,4256,6569,1
30020,4256,5945,1
30021,4256,5523,1
30022,4256,5138,1
30023,4256,6702,1
30024,4256,4949,1
30025,4256,5802,1
30026,4259,5842,1
30027,4259,6404,1
30028,4260,6734,1
30029,4261,6265,1
30030,4261,4274,1
30031,4263,5417,1
30032,4263,4791,1
30033,4264,6858,1
30034,4264,899,1
30035,4265,1316,1
30036,4265,6326,1
30037,4265,4894,1
30038,4265,6872,1
30039,6439,4406,1
30040,2247,4895,1
30041,2247,6631,1
30042,2247,6808,1
30043,2247,6238,1
30044,2247,6091,1
30045,2247,6058,1
30046,2247,5103,1
30047,2247,4328,1
30048,2247,5569,1
30049,2247,6014,1
30050,2247,2345,1
30051,2247,4310,1
30052,4269,6000,1
30053,6630,4370,1
30054,4271,4358,1
30055,4271,5670,1
30056,4272,5449,1
30057,4272,4889,1
30058,4272,5094,1
30059,4272,6395,1
30060,4272,6026,1
30061,4272,5205,1
30062,4272,5387,1
30063,4272,5466,1
30064,5614,4668,1
30065,5614,6831,1
30066,5614,6180,1
30067,4274,4639,1
30068,4274,5616,1
30069,4274,4612,1
30070,4274,6903,1
30071,4274,6940,1
30072,4274,6716,1
30073,4274,6121,1
30074,4274,4342,1
30075,4274,4681,1
30076,4274,5870,1
30077,4274,6296,1
30078,4274,4801,1
30079,4274,6410,1
30080,4274,6300,1
30081,4274,6739,1
30082,4275,4611,1
30083,4276,4620,1
30084,4276,5172,1
30085,4276,6791,1
30086,4277,4639,1
30087,4278,4702,1
30088,4278,4559,1
30089,4278,6811,1
30090,4278,5301,1
30091,4279,4932,1
30092,4280,4406,1
30093,4280,4337,1
30094,4280,5798,1
30095,4282,6867,1
30096,4282,7013,1
30097,4282,5691,1
30098,4282,6716,1
30099,4282,7065,1
30100,4282,5103,1
30101,4282,5337,1
30102,4282,6458,1
30103,4282,132,1
30104,4282,6782,1
30105,4282,6862,1
30106,4282,5313,1
30107,4282,5842,1
30108,4282,6374,1
30109,4282,6600,1
30110,4284,5683,1
30111,4284,4949,1
30112,4285,5515,1
30113,4285,4486,1
30114,4286,1965,1
30115,4287,4963,1
30116,4287,6074,1
30117,4287,6686,1
30118,4288,4940,1
30119,4288,4872,1
30120,4288,5351,1
30121,6260,6756,1
30122,6260,5429,1
30123,4291,5881,1
30124,4291,5182,1
30125,4291,7055,1
30126,4291,5727,1
30127,4291,7108,1
30128,4291,7120,1
30129,4291,6463,1
30130,4291,5345,1
30131,4292,4938,1
30132,4292,6921,1
30133,4293,5831,1
30134,4293,4949,1
30135,4293,5738,1
30136,4293,1059,1
30137,4293,5419,1
30138,4293,6014,1
30139,4293,5825,1
30140,4295,6275,1
30141,4296,6682,1
30142,4297,1059,1
30143,4297,6221,1
30144,4297,4843,1
30145,4297,4482,1
30146,4297,6931,1
30147,4297,5345,1
30148,1843,4681,1
30149,1843,5166,1
30150,1843,6819,1
30151,1843,1639,1
30152,1843,6144,1
30153,1843,6755,1
30154,4302,6144,1
30155,4305,6716,1
30156,4305,6150,1
30157,4305,6594,1
30158,4305,5684,1
30159,4305,6457,1
30160,4305,6316,1
30161,4305,6354,1
30162,4305,5315,1
30163,4305,3266,1
30164,4305,6734,1
30165,4305,2590,1
30166,4306,4406,1
30167,4306,5183,1
30168,4306,5428,1
30169,4307,6374,1
30170,4307,5655,1
30171,5408,4949,1
30172,4309,5092,1
30173,4310,6914,1
30174,4310,4639,1
30175,4310,2899,1
30176,4310,5945,1
30177,4310,5554,1
30178,4310,6777,1
30179,4310,6077,1
30180,4310,4895,1
30181,4310,4870,1
30182,4310,5312,1
30183,4310,6853,1
30184,4310,6371,1
30185,4310,2345,1
30186,4310,5485,1
30187,4310,5428,1
30188,4310,5571,1
30189,4310,5693,1
30190,5898,6026,1
30191,5898,6896,1
30192,5898,5174,1
30193,5898,6943,1
30194,5898,4568,1
30195,5898,4847,1
30196,4311,5855,1
30197,4312,6373,1
30198,4312,6771,1
30199,4313,3373,1
30200,4313,6075,1
30201,4313,7069,1
30202,4314,5273,1
30203,4314,4639,1
30204,4314,5721,1
30205,4314,5912,1
30206,4314,4551,1
30207,4314,5731,1
30208,4314,4863,1
30209,4314,4709,1
30210,4314,5154,1
30211,4314,5073,1
30212,4314,5538,1
30213,4314,5268,1
30214,4315,1673,1
30215,4315,6045,1
30216,4315,6974,1
30217,4316,4932,1
30218,4316,6255,1
30219,4317,5842,1
30220,4317,4949,1
30221,4317,6716,1
30222,4318,4620,1
30223,4318,4445,1
30224,4318,4694,1
30225,4318,5338,1
30226,4318,6831,1
30227,4318,4833,1
30228,4319,5160,1
30229,4319,5424,1
30230,4319,6814,1
30231,4320,5656,1
30232,4320,6280,1
30233,4321,5345,1
30234,4322,4816,1
30235,4323,5902,1
30236,4324,7040,1
30237,4324,4798,1
30238,4324,3418,1
30239,4324,6851,1
30240,4324,6974,1
30241,4324,759,1
30242,4324,5511,1
30243,4324,6645,1
30244,4325,5236,1
30245,4325,6943,1
30246,4325,6867,1
30247,4328,5433,1
30248,4328,5852,1
30249,4328,6853,1
30250,4328,5973,1
30251,4328,2345,1
30252,4328,6033,1
30253,4328,4895,1
30254,4328,5069,1
30255,4328,5451,1
30256,4328,5569,1
30257,4328,6206,1
30258,4328,6917,1
30259,4328,2002,1
30260,4328,5833,1
30261,4328,6115,1
30262,4328,5628,1
30263,4328,6631,1
30264,4328,5684,1
30265,4328,6121,1
30266,4328,5100,1
30267,4328,5532,1
30268,4328,6941,1
30269,4328,5841,1
30270,4328,5842,1
30271,4328,3198,1
30272,4328,3371,1
30273,4328,4439,1
30274,4329,6144,1
30275,4329,5301,1
30276,4329,6216,1
30277,4329,6548,1
30278,4330,6352,1
30279,4330,5722,1
30280,4330,4555,1
30281,4330,6716,1
30282,4330,7072,1
30283,4330,2257,1
30284,4330,4949,1
30285,4330,4913,1
30286,4330,4633,1
30287,4330,899,1
30288,4330,5709,1
30289,4330,1850,1
30290,4330,6056,1
30291,4330,5356,1
30292,4330,7045,1
30293,4330,6804,1
30294,4330,5766,1
30295,4330,6810,1
30296,4330,4374,1
30297,4330,5542,1
30298,4330,5047,1
30299,3382,5330,1
30300,3382,5863,1
30301,4334,5057,1
30302,4334,4420,1
30303,4334,5453,1
30304,4334,5043,1
30305,4334,4961,1
30306,4334,4524,1
30307,4335,3709,1
30308,4335,6821,1
30309,4335,4693,1
30310,4335,5130,1
30311,4335,6931,1
30312,4335,6588,1
30313,4335,6236,1
30314,4335,5829,1
30315,4335,6968,1
30316,4336,3097,1
30317,4336,5366,1
30318,4337,5569,1
30319,4337,7096,1
30320,4337,6150,1
30321,4337,4370,1
30322,4337,4713,1
30323,4337,6730,1
30324,4337,5387,1
30325,4337,2345,1
30326,4337,4664,1
30327,4337,6326,1
30328,4337,4632,1
30329,4338,1059,1
30330,4338,6138,1
30331,4340,4281,1
30332,4341,6475,1
30333,4341,6931,1
30334,4341,5730,1
30335,4341,5960,1
30336,4341,4611,1
30337,4341,4374,1
30338,4342,4536,1
30339,4342,6921,1
30340,4342,6442,1
30341,4342,6952,1
30342,4344,5025,1
30343,4345,5793,1
30344,4347,4671,1
30345,4347,6798,1
30346,4347,5186,1
30347,4347,5749,1
30348,4347,6809,1
30349,4347,6016,1
30350,4347,4568,1
30351,4347,863,1
30352,4347,7004,1
30353,4347,6431,1
30354,4347,5538,1
30355,4347,6121,1
30356,4347,5341,1
30357,4347,6833,1
30358,4347,5100,1
30359,1850,5616,1
30360,1850,6621,1
30361,1850,4420,1
30362,1850,6420,1
30363,1850,4877,1
30364,1850,4913,1
30365,4351,6835,1
30366,4351,2860,1
30367,3041,4945,1
30368,4356,5206,1
30369,4356,6154,1
30370,4356,4949,1
30371,4356,5979,1
30372,4357,5155,1
30373,1852,6676,1
30374,4360,5428,1
30375,4361,5091,1
30376,4361,5007,1
30377,4362,7043,1
30378,5166,6819,1
30379,5166,4966,1
30380,4364,4634,1
30381,4364,6559,1
30382,4364,4533,1
30383,4365,6357,1
30384,4365,5354,1
30385,4365,6776,1
30386,4365,6903,1
30387,4365,4682,1
30388,4365,5010,1
30389,4366,4994,1
30390,4366,6011,1
30391,4366,4948,1
30392,4366,3969,1
30393,4366,7116,1
30394,4366,6485,1
30395,1854,5995,1
30396,4370,4938,1
30397,4370,6742,1
30398,4370,6730,1
30399,4370,1947,1
30400,4370,2345,1
30401,4370,4632,1
30402,2318,5007,1
30403,5417,1059,1
30404,5417,5723,1
30405,5417,879,1
30406,5417,6114,1
30407,5417,4591,1
30408,5417,7084,1
30409,5417,6494,1
30410,5417,5312,1
30411,5417,5291,1
30412,5417,6244,1
30413,5417,5817,1
30414,4374,4621,1
30415,4374,4611,1
30416,4374,6775,1
30417,4374,5969,1
30418,4374,5730,1
30419,4374,6544,1
30420,4374,5064,1
30421,4374,6782,1
30422,4374,5293,1
30423,4374,4961,1
30424,4374,593,1
30425,4374,3077,1
30426,4374,6357,1
30427,4374,6154,1
30428,4374,5881,1
30429,4374,5301,1
30430,4374,4841,1
30431,4374,5423,1
30432,4374,4913,1
30433,4374,4875,1
30434,4374,4444,1
30435,4374,5789,1
30436,4374,5269,1
30437,4374,4568,1
30438,4374,5138,1
30439,4374,5810,1
30440,4374,6852,1
30441,4374,6206,1
30442,4374,5345,1
30443,4374,6046,1
30444,4374,4700,1
30445,4374,5007,1
30446,4374,5947,1
30447,4374,4592,1
30448,4374,6397,1
30449,4374,5594,1
30450,4375,5676,1
30451,4375,6725,1
30452,4375,4764,1
30453,4375,5263,1
30454,4375,7120,1
30455,4375,5345,1
30456,4375,4695,1
30457,4377,7063,1
30458,4377,4444,1
30459,4377,6413,1
30460,4377,4799,1
30461,4377,5665,1
30462,4377,4768,1
30463,4377,1051,1
30464,4377,7120,1
30465,4378,5321,1
30466,4378,4482,1
30467,4378,5412,1
30468,4378,4434,1
30469,4378,6272,1
30470,4379,5842,1
30471,4381,4407,1
30472,4381,4843,1
30473,4381,2423,1
30474,4381,5529,1
30475,4381,5855,1
30476,4381,5250,1
30477,1858,5724,1
30478,1858,4676,1
30479,1858,1904,1
30480,4383,4863,1
30481,4383,5554,1
30482,7020,4639,1
30483,7020,891,1
30484,7020,4730,1
30485,4384,5738,1
30486,6605,5842,1
30487,6605,5945,1
30488,6605,5393,1
30489,6605,5569,1
30490,6605,6582,1
30491,6605,4992,1
30492,4386,5240,1
30493,4386,5946,1
30494,4386,4695,1
30495,4387,6302,1
30496,4387,5877,1
30497,4387,6254,1
30498,4387,2805,1
30499,4387,6632,1
30500,4387,5325,1
30501,4387,6344,1
30502,4389,4707,1
30503,4389,6512,1
30504,4392,5842,1
30505,4392,6828,1
30506,4392,5138,1
30507,4395,6810,1
30508,4395,5842,1
30509,4395,4647,1
30510,4397,6280,1
30511,4398,4458,1
30512,5550,6026,1
30513,5550,5591,1
30514,4399,5842,1
30515,4401,4949,1
30516,4402,6856,1
30517,4402,5825,1
30518,4403,5204,1
30519,4404,4621,1
30520,4404,5109,1
30521,4404,5967,1
30522,4404,4702,1
30523,4404,4816,1
30524,4404,5242,1
30525,4404,6131,1
30526,4404,5312,1
30527,4404,6530,1
30528,4404,7003,1
30529,4404,6443,1
30530,4405,5945,1
30531,4406,2155,1
30532,4406,4625,1
30533,4406,5379,1
30534,4406,5985,1
30535,4406,5083,1
30536,4406,6222,1
30537,4406,6448,1
30538,4406,6080,1
30539,4406,5301,1
30540,4406,6930,1
30541,4406,5100,1
30542,4406,4380,1
30543,4406,5538,1
30544,4406,6705,1
30545,4406,6359,1
30546,4406,4670,1
30547,4406,6019,1
30548,4406,4451,1
30549,4406,4682,1
30550,4406,552,1
30551,4406,5129,1
30552,4406,6649,1
30553,4406,6528,1
30554,4406,5256,1
30555,4406,6740,1
30556,4406,5149,1
30557,4406,6616,1
30558,4406,6517,1
30559,4406,5154,1
30560,4406,4489,1
30561,4406,1566,1
30562,4406,5848,1
30563,4406,6534,1
30564,4406,5082,1
30565,4406,5854,1
30566,4406,5797,1
30567,4406,5385,1
30568,4406,4071,1
30569,4406,6338,1
30570,4406,5402,1
30571,4406,6169,1
30572,4406,6803,1
30573,4406,6644,1
30574,4406,5234,1
30575,4406,5996,1
30576,4406,5636,1
30577,4406,5428,1
30578,4406,4851,1
30579,4406,6824,1
30580,4406,4709,1
30581,4406,5231,1
30582,4406,5218,1
30583,4406,6164,1
30584,4406,2497,1
30585,4406,5686,1
30586,4406,6380,1
30587,4406,2345,1
30588,4406,4757,1
30589,4406,5463,1
30590,4406,5609,1
30591,4406,6871,1
30592,4406,5595,1
30593,4406,7110,1
30594,4406,5268,1
30595,4406,6888,1
30596,4408,6075,1
30597,4408,7021,1
30598,4408,6539,1
30599,4408,7069,1
30600,4408,4949,1
30601,4408,4695,1
30602,1863,5345,1
30603,4411,5349,1
30604,4411,5841,1
30605,4411,6237,1
30606,4411,2345,1
30607,4411,4819,1
30608,4411,6590,1
30609,4411,4884,1
30610,4411,6770,1
30611,4413,6743,1
30612,4414,5179,1
30613,4414,5530,1
30614,4415,4702,1
30615,4416,1963,1
30616,4417,5758,1
30617,4417,5842,1
30618,4417,5892,1
30619,4417,2423,1
30620,4417,5301,1
30621,4418,5564,1
30622,4418,5912,1
30623,4418,4949,1
30624,4419,6958,1
30625,4420,6237,1
30626,4420,6808,1
30627,4422,4709,1
30628,4422,4945,1
30629,4422,5046,1
30630,1865,5945,1
30631,4425,6700,1
30632,4426,5269,1
30633,4426,7052,1
30634,4426,5428,1
30635,4426,7046,1
30636,4427,4949,1
30637,4427,1082,1
30638,4429,5925,1
30639,4429,6325,1
30640,4432,6500,1
30641,4434,4482,1
30642,4434,5412,1
30643,4434,7000,1
30644,4434,6272,1
30645,4237,6377,1
30646,4438,1051,1
30647,4438,5428,1
30648,4439,5907,1
30649,4439,4644,1
30650,4439,5100,1
30651,4439,4895,1
30652,4439,5337,1
30653,4439,6783,1
30654,4439,5073,1
30655,4439,6730,1
30656,4439,5338,1
30657,4439,5404,1
30658,4439,5599,1
30659,4439,5530,1
30660,4439,6914,1
30661,4439,5802,1
30662,4439,3198,1
30663,4439,4649,1
30664,4439,6980,1
30665,4439,6631,1
30666,4439,1502,1
30667,4439,5032,1
30668,4439,4767,1
30669,4439,5571,1
30670,4439,2215,1
30671,4439,6461,1
30672,4439,5684,1
30673,4439,4597,1
30674,4439,5899,1
30675,4439,4482,1
30676,4439,6135,1
30677,4439,2345,1
30678,4439,5485,1
30679,4439,7119,1
30680,4441,6075,1
30681,4444,5168,1
30682,4444,5718,1
30683,4444,4621,1
30684,4444,5261,1
30685,4444,6776,1
30686,4444,6821,1
30687,4444,5863,1
30688,4444,6318,1
30689,4444,4625,1
30690,4444,6436,1
30691,4444,6910,1
30692,4444,6442,1
30693,4444,4961,1
30694,4444,6357,1
30695,4444,5842,1
30696,4444,5269,1
30697,4444,5886,1
30698,4444,4863,1
30699,4444,5776,1
30700,4444,5293,1
30701,4444,6340,1
30702,4444,5730,1
30703,4444,5542,1
30704,4444,5333,1
30705,4444,4700,1
30706,4444,5007,1
30707,4444,4534,1
30708,4444,6520,1
30709,4444,6990,1
30710,4444,931,1
30711,4444,2228,1
30712,4444,5049,1
30713,4445,4640,1
30714,4445,1356,1
30715,4445,4674,1
30716,4445,5085,1
30717,4445,6730,1
30718,4445,1116,1
30719,4445,4602,1
30720,4445,4833,1
30721,4445,6808,1
30722,4445,5511,1
30723,4446,6397,1
30724,4447,4949,1
30725,4449,4884,1
30726,4449,1059,1
30727,4450,5569,1
30728,4450,6077,1
30729,4450,6808,1
30730,4451,5402,1
30731,4452,4480,1
30732,4452,5890,1
30733,4453,1624,1
30734,7120,68,1
30735,7120,5321,1
30736,7120,4479,1
30737,7120,5727,1
30738,7120,5202,1
30739,7120,5263,1
30740,7120,5641,1
30741,7120,3123,1
30742,7120,6665,1
30743,4454,6806,1
30744,4455,5402,1
30745,4455,5301,1
30746,4455,6280,1
30747,4456,5866,1
30748,4456,6609,1
30749,4456,5846,1
30750,4456,4363,1
30751,4456,6750,1
30752,4456,5046,1
30753,4456,6676,1
30754,4457,6790,1
30755,4457,4694,1
30756,4457,5857,1
30757,4457,6193,1
30758,4460,4556,1
30759,4460,4331,1
30760,4462,4752,1
30761,1834,4695,1
30762,4464,5576,1
30763,4464,5891,1
30764,4464,5823,1
30765,4464,4787,1
30766,4465,5091,1
30767,4466,5730,1
30768,4466,5553,1
30769,4468,5353,1
30770,4468,4794,1
30771,4468,491,1
30772,4470,5428,1
30773,4470,4863,1
30774,4472,5430,1
30775,4473,6284,1
30776,4474,5642,1
30777,4475,5621,1
30778,4475,5667,1
30779,4477,5296,1
30780,4477,5392,1
30781,4477,7054,1
30782,4477,5345,1
30783,4477,4267,1
30784,4477,1535,1
30785,4477,5165,1
30786,4478,4267,1
30787,4479,4950,1
30788,4479,4931,1
30789,4479,6655,1
30790,4479,5442,1
30791,4479,5500,1
30792,4479,5101,1
30793,4479,5927,1
30794,4479,5567,1
30795,4479,6045,1
30796,4479,4695,1
30797,4479,1781,1
30798,4479,6631,1
30799,4479,4290,1
30800,4479,6991,1
30801,4479,7055,1
30802,4479,4874,1
30803,4479,4744,1
30804,4480,6123,1
30805,4480,1673,1
30806,4480,7066,1
30807,4480,6615,1
30808,4480,6087,1
30809,4480,6192,1
30810,4481,4816,1
30811,4481,5312,1
30812,4481,5213,1
30813,4482,5321,1
30814,4482,7055,1
30815,4482,6299,1
30816,4482,7082,1
30817,4482,863,1
30818,4482,6723,1
30819,4482,5412,1
30820,4482,1781,1
30821,4482,6631,1
30822,4482,4486,1
30823,4482,6700,1
30824,4482,6272,1
30825,4482,7000,1
30826,4003,5010,1
30827,4003,5894,1
30828,4003,5557,1
30829,4003,5492,1
30830,4003,5466,1
30831,6944,5224,1
30832,6944,5228,1
30833,6944,4555,1
30834,6944,5580,1
30835,6944,5439,1
30836,6944,4935,1
30837,4485,6451,1
30838,4485,4665,1
30839,4486,5321,1
30840,4486,4689,1
30841,4486,5234,1
30842,4486,7000,1
30843,4486,6272,1
30844,4486,5345,1
30845,4488,5354,1
30846,4488,5269,1
30847,4488,5406,1
30848,4488,5428,1
30849,4488,6661,1
30850,4488,4949,1
30851,4490,4949,1
30852,4490,5833,1
30853,4491,5497,1
30854,4492,5520,1
30855,4493,6803,1
30856,4493,5946,1
30857,4493,5745,1
30858,4493,7054,1
30859,4493,5265,1
30860,4493,5927,1
30861,4493,4695,1
30862,4494,1965,1
30863,4494,5033,1
30864,4494,5486,1
30865,4494,6242,1
30866,4494,6455,1
30867,4495,5366,1
30868,4495,6234,1
30869,4496,7109,1
30870,4496,7075,1
30871,6667,5014,1
30872,4498,7080,1
30873,4498,4949,1
30874,4500,6962,1
30875,4501,4960,1
30876,4501,6651,1
30877,4501,6917,1
30878,4502,5810,1
30879,4502,4847,1
30880,4502,5789,1
30881,4502,6436,1
30882,1874,1270,1
30883,4504,6118,1
30884,4504,2215,1
30885,4504,5832,1
30886,6668,3373,1
30887,3545,5075,1
30888,818,6917,1
30889,818,4952,1
30890,818,5426,1
30891,818,3050,1
30892,818,4949,1
30893,4513,4639,1
30894,4513,5683,1
30895,4513,5312,1
30896,4513,6033,1
30897,4513,6958,1
30898,4513,3097,1
30899,4514,5321,1
30900,4514,7000,1
30901,4514,6272,1
30902,4515,7112,1
30903,4515,4671,1
30904,4515,5600,1
30905,4518,6621,1
30906,4518,4962,1
30907,4522,4543,1
30908,4523,6609,1
30909,4523,7066,1
30910,4523,6061,1
30911,4524,2285,1
30912,4524,5057,1
30913,4524,5043,1
30914,4524,5969,1
30915,4524,6077,1
30916,4524,5747,1
30917,4524,6336,1
30918,1879,5138,1
30919,1879,1082,1
30920,4527,5473,1
30921,4527,6303,1
30922,4527,5343,1
30923,4528,6097,1
30924,4528,6921,1
30925,4528,6019,1
30926,4528,5789,1
30927,4528,5848,1
30928,4528,6008,1
30929,4529,5354,1
30930,4529,5010,1
30931,4529,3160,1
30932,4530,5010,1
30933,4530,5079,1
30934,4530,6236,1
30935,4531,4935,1
30936,4531,4949,1
30937,4532,4698,1
30938,4533,5228,1
30939,4533,5825,1
30940,4533,5415,1
30941,6676,5842,1
30942,6676,7112,1
30943,6676,6607,1
30944,6676,5902,1
30945,6676,6698,1
30946,4535,4839,1
30947,4537,6377,1
30948,4538,1059,1
30949,4538,5298,1
30950,4538,6114,1
30951,4538,6606,1
30952,4538,5214,1
30953,4538,4949,1
30954,4538,5061,1
30955,4538,5934,1
30956,4539,1059,1
30957,4539,4949,1
30958,4540,6306,1
30959,4540,4913,1
30960,4540,6420,1
30961,2423,6740,1
30962,2423,5842,1
30963,2423,5228,1
30964,2423,5338,1
30965,2423,6118,1
30966,2423,7007,1
30967,2423,2345,1
30968,2423,6968,1
30969,2423,6620,1
30970,4543,5406,1
30971,4544,5390,1
30972,4544,6115,1
30973,4545,4872,1
30974,4546,5328,1
30975,4546,3097,1
30976,4546,4639,1
30977,4547,7069,1
30978,4548,7107,1
30979,4549,6270,1
30980,4550,5162,1
30981,4550,5345,1
30982,3077,6955,1
30983,3077,2011,1
30984,4553,5995,1
30985,4553,5354,1
30986,4554,5665,1
30987,4554,6911,1
30988,4555,57,1
30989,4555,5850,1
30990,4555,5203,1
30991,4555,6716,1
30992,4555,6482,1
30993,4555,6078,1
30994,4555,4949,1
